timestamp,SAVE,SAVE_rolling_7_day_avg,SAVE_rolling_14_day_avg,SAVE_rolling_30_day_avg,SAVE_rolling_90_day_avg,SAVE_7_days_ago,SAVE_14_days_ago,SAVE_30_days_ago,SAVE_90_days_ago,SAVE_log_price,SAVE_pct_change_7_days,SAVE_pct_change_14_days,SAVE_pct_change_30_days,SAVE_pct_change_90_days
2016-10-03,43.74,,,,,,,,,3.778263015248622,,,,
2016-10-04,43.64,,,,,,,,,3.77597416096487,,,,
2016-10-05,43.16,,,,,,,,,3.764914140389934,,,,
2016-10-06,42.99,,,,,,,,,3.76096753050819,,,,
2016-10-07,42.24,,,,,,,,,3.743367639398006,,,,
2016-10-10,42.88,,,,,43.74,,,,3.7584055167625467,-0.01966163694558755,,,
2016-10-11,42.12,42.96714285714285,,,,43.64,,,,3.740522687265775,-0.03483043079743362,,,
2016-10-12,42.17,42.74285714285714,,,,43.16,,,,3.7417090677584683,-0.022937905468025835,,,
2016-10-13,43.58,42.73428571428571,,,,42.99,,,,3.774598329516474,0.013724121888811265,,,
2016-10-14,43.78,42.82285714285714,,,,42.24,,,,3.779177092094717,0.036458333333333315,,,
2016-10-17,43.82,42.941428571428574,,,,42.88,43.74,,,3.7800903341673204,0.02192164179104472,0.0018289894833104319,,
2016-10-18,45.2,43.364285714285714,,,,42.12,43.64,,,3.8110970868381857,0.07312440645773992,0.03574702108157659,,
2016-10-19,47.01,43.95428571428572,,,,42.17,43.16,,,3.850360345036039,0.11477353568887826,0.08920296570898985,,
2016-10-20,47.5,44.722857142857144,43.845000000000006,,,43.58,42.99,,,3.8607297110405954,0.08994951812758151,0.10490811816701553,,
2016-10-21,47.51,45.48571428571428,44.114285714285714,,,43.78,42.24,,,3.86094021519883,0.08519872087711276,0.12476325757575747,,
2016-10-24,46.84,45.951428571428565,44.34285714285714,,,43.82,42.88,,,3.8467375387295166,0.06891830214513928,0.09235074626865673,,
2016-10-25,48.66,46.64857142857143,44.73571428571429,,,45.2,42.12,,,3.8848573373553763,0.07654867256637155,0.15527065527065526,,
2016-10-26,48.09,47.258571428571436,45.10000000000001,,,47.01,42.17,,,3.873074255289571,0.02297383535418008,0.14038415935499174,,
2016-10-27,48.24,47.692857142857136,45.528571428571425,,,47.5,43.58,,,3.87618855241893,0.015578947368421095,0.10692978430472702,,
2016-10-28,48.05,47.84142857142857,45.89785714285715,,,47.51,43.78,,,3.8722421354163012,0.01136602820458849,0.09753312014618538,,
2016-10-31,47.93,47.902857142857144,46.31285714285714,,,46.84,43.82,,,3.86974161317154,0.02327070879590086,0.09379278868096758,,
2016-11-01,47.82,47.94714285714286,46.71642857142857,,,48.66,45.2,,,3.867443962030179,-0.017262638717632478,0.057964601769911445,,
2016-11-02,47.06,47.97857142857142,46.964999999999996,,,48.09,47.01,43.74,,3.8514233832992164,-0.021418174256602227,0.0010636034886195335,0.07590306355738455,
2016-11-03,46.98,47.73857142857143,47.19357142857143,,,48.24,47.5,43.64,,3.849721979230767,-0.026119402985074733,-0.010947368421052697,0.07653528872593941,
2016-11-04,47.02,47.58571428571429,47.42214285714285,,,48.05,47.51,43.16,,3.8505730431119236,-0.021436004162330782,-0.01031361818564502,0.0894346617238185,
2016-11-07,47.63,47.49857142857143,47.59571428571428,,,47.93,46.84,,,3.863462814812769,-0.006259127894846592,0.01686592655849699,,
2016-11-08,48.24,47.52571428571429,47.683571428571426,,,47.82,48.66,,,3.87618855241893,0.008782936010037677,-0.008631319358816166,,
2016-11-09,49.63,47.76857142857143,47.83571428571428,,,47.06,48.09,42.88,,3.9045954895993495,0.05461113472163196,0.03202328966521104,0.1574160447761194,
2016-11-10,51.48,48.291428571428575,48.11928571428571,,,46.98,48.24,42.12,,3.941193382727926,0.09578544061302682,0.0671641791044775,0.2222222222222222,
2016-11-11,51.9,48.98285714285714,48.48071428571428,46.230333333333334,,47.02,48.05,42.17,,3.949318790171843,0.10378562313908965,0.08012486992715924,0.23073274839933594,
2016-11-14,53.39,49.89857142857142,48.81857142857143,46.552,,47.63,47.93,,,3.9776234625120948,0.12093218559731257,0.11391612768620907,,
2016-11-15,52.88,50.73571428571429,49.16071428571429,46.86,,48.24,47.82,,,3.9680251955434307,0.09618573797678276,0.10581346716854877,,
2016-11-16,53.31,51.547142857142866,49.52285714285715,47.19833333333334,,49.63,47.06,43.82,,3.9761239308346696,0.07414870038283296,0.13280917977050574,0.2165677772706527,
2016-11-17,53.87,52.35142857142858,49.93857142857143,47.561,,51.48,46.98,45.2,,3.9865737366924425,0.04642579642579644,0.14665815240527885,0.19181415929203527,
2016-11-18,53.74,52.93857142857143,50.353571428571435,47.94433333333333,,51.9,47.02,47.01,,3.984157603187345,0.03545279383429679,0.1429179072735006,0.14316102956817708,
2016-11-21,52.9,53.14142857142857,50.71642857142857,48.27833333333333,,53.39,47.63,,,3.9684033388642534,-0.00917774864206784,0.1106445517530967,,
2016-11-22,53.6,53.38428571428572,51.18357142857143,48.660999999999994,,52.88,48.24,,,3.9815490680767565,0.01361573373676246,0.11111111111111109,,
2016-11-23,54.3,53.51428571428571,51.70642857142857,49.065333333333335,,53.31,49.63,46.84,,3.9945242269398897,0.01857062464828353,0.09409631271408411,0.15926558497011087,
2016-11-25,54.22,53.705714285714286,52.22071428571429,49.42,,53.74,51.9,48.09,,3.9930498440705193,0.008931894305917322,0.04470134874759153,0.12746932834269067,
2016-11-28,53.54,53.738571428571426,52.642857142857146,49.745333333333335,,52.9,53.39,,,3.9804290380922063,0.012098298676748593,0.0028095148904288924,,
2016-11-29,54.52,53.83142857142857,53.09142857142858,50.102,,53.6,52.88,,,3.998567606828332,0.017164179104477643,0.03101361573373677,,
2016-11-30,55.6,54.097142857142856,53.517857142857146,50.44866666666667,,54.3,53.31,47.93,,4.018183201256536,0.02394106813996325,0.04295629337835301,0.16002503651157943,
2016-12-01,55.21,54.42714285714286,53.784285714285716,50.722,,,53.87,47.82,,4.011144096295953,,0.024874698347874577,0.1545378502718528,
2016-12-02,56.25,54.805714285714295,54.095000000000006,51.01366666666667,,54.22,53.74,47.06,,4.029806041084529,0.03744005901881227,0.046706363974692924,0.19528261793455157,
2016-12-05,55.6,54.99142857142857,54.252857142857145,51.28333333333333,,53.54,52.9,,,4.018183201256536,0.03847590586477404,0.05103969754253314,,
2016-12-06,57.0,55.388571428571424,54.54714285714285,51.62199999999999,,54.52,53.6,,,4.04305126783455,0.04548789435069693,0.0634328358208955,,
2016-12-07,58.75,56.13285714285714,54.93571428571429,51.958333333333336,,55.6,54.3,47.63,,4.073291153024268,0.05665467625899278,0.08195211786372013,0.23346630275036734,
2016-12-08,58.7,56.730000000000004,55.28071428571429,52.312,,55.21,,48.24,,4.072439726834051,0.06321318601702594,,0.216832504145937,
2016-12-09,59.06,57.22428571428572,55.660714285714285,52.672666666666665,,56.25,54.22,49.63,,4.078553876315777,0.04995555555555559,0.08926595352268542,0.19000604473100946,
2016-12-12,56.98,57.47714285714285,55.95214285714286,52.97033333333333,,55.6,53.54,,,4.0427003290697625,0.024820143884892003,0.0642510272693313,,
2016-12-13,57.58,57.66714285714285,56.23642857142857,53.292,,57.0,54.52,,,4.05317528518403,0.010175438596491199,0.05612619222303732,,
2016-12-14,57.31,57.91142857142857,56.45142857142857,53.608333333333334,,58.75,55.6,53.39,,4.048475128563646,-0.0245106382978723,0.030755395683453254,0.07342198913654245,
2016-12-15,59.24,58.23142857142857,56.81,54.01433333333333,,58.7,55.21,52.88,,4.081596989399598,0.009199318568994874,0.07299402282195257,0.12027231467473523,
2016-12-16,57.4,58.03857142857144,57.08571428571429,54.36166666666667,,59.06,56.25,53.31,,4.050044303325521,-0.028107009820521566,0.020444444444444418,0.07672106546614137,
2016-12-19,57.85,57.917142857142856,57.32357142857143,54.72266666666667,,56.98,55.6,,,4.0578534536396855,0.015268515268515349,0.040467625899280574,,
2016-12-20,59.15,57.93000000000001,57.57714285714286,55.10666666666667,,57.58,57.0,,,4.080076590424396,0.027266411948593267,0.037719298245614014,,
2016-12-21,59.5,58.290000000000006,57.88357142857143,55.482,,57.31,58.75,52.9,,4.085976312551584,0.03821322631303433,0.01276595744680851,0.12476370510396978,
2016-12-22,58.51,58.42285714285715,58.045,55.778000000000006,,59.24,58.7,53.6,,4.069197679800145,-0.012322754895341053,-0.0032367972742760615,0.09160447761194024,
2016-12-23,58.78,58.63285714285714,58.27214285714285,56.02133333333334,,57.4,59.06,54.3,,4.073801660990771,0.02404181184668994,-0.00474094141550967,0.08250460405156546,
2016-12-27,58.51,58.528571428571425,58.379999999999995,56.24166666666667,,59.15,57.58,,,4.069197679800145,-0.010819949281487752,0.016151441472733584,,
2016-12-28,57.72,58.574285714285715,58.30642857142857,56.386,,59.5,57.31,53.54,,4.05560373390567,-0.02991596638655464,0.007154074332577151,0.07807246918192005,
2016-12-29,57.41,58.51142857142857,58.21428571428571,56.537,,58.51,59.24,54.52,,4.050218504179545,-0.018800205093146494,-0.030891289669142563,0.05300807043286855,
2016-12-30,57.86,58.32714285714285,58.128571428571426,56.68866666666667,,58.78,57.4,55.6,,4.058026299547989,-0.015651582170806425,0.00801393728222998,0.040647482014388454,
2017-01-03,57.09,57.98285714285714,58.13642857142857,56.796,,58.51,59.15,,43.16,4.044628969976168,-0.02426935566569808,-0.03482671174978859,,0.3227525486561633
2017-01-04,58.1,57.92428571428571,58.173571428571435,56.94133333333333,,57.72,59.5,55.6,42.99,4.062165663857866,0.006583506583506628,-0.023529411764705858,0.044964028776978415,0.35147708769481273
2017-01-05,58.07,57.82285714285714,58.22785714285714,57.11366666666667,,57.41,58.51,57.0,42.24,4.061649179383958,0.011496255007838421,-0.0075200820372585495,0.01877192982456141,0.3747632575757575
2017-01-06,56.27,57.502857142857145,58.01571428571429,57.20266666666667,,57.86,58.78,58.75,,4.030161533445187,-0.02748012443829928,-0.04270159918339568,-0.04221276595744675,
2017-01-09,56.13,57.27571428571429,57.925000000000004,57.26366666666666,,,,,42.12,4.027670428954108,,,,0.33262108262108275
2017-01-10,58.05,57.367142857142866,57.93928571428571,57.391333333333336,,57.09,58.51,,42.17,4.061304708143901,0.01681555438780861,-0.007861903948043085,,0.3765710220535925
2017-01-11,56.08,57.112857142857145,57.720000000000006,57.476,,58.1,57.72,56.98,43.58,4.0267792427263345,-0.03476764199655771,-0.028413028413028424,-0.01579501579501577,0.2868288205598899
2017-01-12,56.32,57.00285714285714,57.49285714285714,57.535999999999994,,58.07,57.41,57.58,43.78,4.0310497118497866,-0.030136042707077666,-0.01898623933112692,-0.021882598124348698,0.28643216080402006
2017-01-13,56.58,56.785714285714285,57.355000000000004,57.568666666666665,,56.27,57.86,57.31,,4.035655565873421,0.005509152301403859,-0.022122364327687542,-0.01273774210434486,
2017-01-17,55.22,56.37857142857143,57.10071428571429,57.568999999999996,,58.05,57.09,,47.01,4.011325206502009,-0.04875107665805337,-0.032755298651252485,,0.1746436928313125
2017-01-18,56.4,56.39714285714285,56.95,57.574,,56.08,58.1,57.85,47.5,4.032469158504013,0.005706134094151218,-0.029259896729776295,-0.025064822817631855,0.18736842105263155
2017-01-19,55.81,56.35142857142857,56.81357142857143,57.581,,56.32,58.07,59.15,47.51,4.021953064800342,-0.009055397727272691,-0.03891854658171169,-0.0564666103127641,0.17470006314460124
2017-01-20,56.68,56.15571428571428,56.761428571428574,57.57033333333334,,56.58,56.27,59.5,,4.03742141482248,0.0017674089784376356,0.007286298205082576,-0.047394957983193285,
2017-01-23,55.82,56.11857142857143,56.61571428571428,57.47266666666667,,,56.13,,48.66,4.022132228108176,,-0.0055228932834491765,,0.14714344430743947
2017-01-24,55.5,56.00142857142857,56.50214285714286,57.366,,55.22,58.05,,48.09,4.0163830207523885,0.005070626584570828,-0.043927648578811325,,0.1540860885839051
2017-01-25,56.08,55.93,56.35785714285714,57.266666666666666,,56.4,56.08,,48.24,4.0267792427263345,-0.0056737588652482325,0.0,,0.16252072968490872
2017-01-26,57.01,56.185714285714276,56.28214285714286,57.26766666666667,,55.81,56.32,58.51,48.05,4.043226691043491,0.021501523024547494,0.012251420454545414,-0.025636643308836096,0.18647242455775237
2017-01-27,54.25,55.878571428571426,56.137857142857136,57.15666666666666,,56.68,56.58,57.72,,3.993602992420569,-0.042872265349329565,-0.0411806291975963,-0.0601178101178101,
2017-01-30,53.77,55.58714285714286,55.96928571428571,57.03866666666667,,55.82,,,47.82,3.9847156908215866,-0.03672518810462195,,,0.12442492680886665
2017-01-31,54.04,55.21,55.68285714285714,56.86533333333333,,55.5,55.22,,47.06,3.989724513091998,-0.026306306306306322,-0.021369069177834113,,0.14832129196770075
2017-02-01,53.88,54.932857142857145,55.52571428571429,56.748,,56.08,56.4,,46.98,3.986759351542163,-0.039229671897289514,-0.04468085106382972,,0.1468710089399746
2017-02-02,53.3,54.61857142857143,55.31,56.59633333333333,,57.01,55.81,57.09,47.02,3.975936331171799,-0.06507630240308719,-0.044974018993012094,-0.06638640742686996,0.13356018715440224
2017-02-03,54.94,54.455714285714286,55.192857142857136,56.455999999999996,,54.25,56.68,58.1,,4.006241680667128,0.012718894009216547,-0.030698659139026148,-0.0543889845094665,
2017-02-06,55.66,54.262857142857136,55.22428571428571,56.327999999999996,,53.77,55.82,,48.24,4.019261756097745,0.03514971173516818,-0.0028663561447510514,,0.15381426202321713
2017-02-07,54.05,54.23428571428572,55.05642857142857,56.17933333333333,,54.04,55.5,,49.63,3.9899095440852173,0.0001850481125092156,-0.02612612612612618,,0.08905903687285904
2017-02-08,52.67,54.07714285714285,54.832142857142856,55.97566666666667,,53.88,56.08,56.13,51.48,3.964046033495298,-0.022457312546399422,-0.0608059914407988,-0.0616426153572065,0.02311577311577321
2017-02-09,53.74,54.034285714285716,54.622142857142855,55.81666666666667,52.76288888888889,53.3,57.01,58.05,51.9,3.984157603187345,0.008255159474671762,-0.057358358182774884,-0.07424633936261835,0.03545279383429679
2017-02-10,53.88,54.03428571428571,54.48357142857143,55.68866666666666,52.87555555555556,54.94,54.25,56.08,,3.986759351542163,-0.019293775027302423,-0.006820276497695806,-0.039229671897289514,
2017-02-13,54.36,54.18571428571429,54.402142857142856,55.587,52.99466666666666,55.66,53.77,,52.88,3.995628589282943,-0.023356090549766388,0.010972661335317022,,0.027987897125567263
2017-02-14,53.08,53.92,54.18785714285714,55.42766666666667,53.10488888888889,54.05,54.04,,53.31,3.9718002094640066,-0.017946345975948175,-0.017764618800888247,,-0.004314387544550815
2017-02-15,53.24,53.574285714285715,53.91857142857143,55.29933333333334,53.21877777777778,52.67,53.88,,53.87,3.974809993526911,0.010822099867097024,-0.011878247958426142,,-0.011694820865045396
2017-02-16,52.35,53.33142857142857,53.78285714285715,55.10766666666667,53.331111111111106,53.74,53.3,55.22,53.74,3.9579519373165457,-0.025865277260885756,-0.017823639774859207,-0.05197392249185073,-0.025865277260885756
2017-02-17,51.38,53.14714285714286,53.612142857142864,54.88466666666667,53.425555555555555,53.88,54.94,56.4,,3.9392489916817377,-0.046399406087602076,-0.06479796141244987,-0.0890070921985815,
2017-02-21,51.74,52.861428571428576,53.44785714285714,54.733666666666664,53.53244444444444,53.08,54.05,,54.3,3.946231176757883,-0.025244913338357128,-0.04273820536540232,,-0.047145488029465846
2017-02-22,51.65,52.542857142857144,53.28857142857142,54.58433333333333,53.637777777777785,53.24,52.67,55.82,,3.9444901955656477,-0.02986476333583778,-0.019365862920068408,-0.07470440702257258,
2017-02-23,51.43,52.12428571428571,53.154999999999994,54.36366666666666,53.725,52.35,53.74,55.5,54.22,3.940221659786825,-0.01757402101241646,-0.042984741347227434,-0.07333333333333333,-0.051457026927333074
2017-02-24,51.92,51.95857142857143,52.939285714285724,54.225,53.81544444444444,51.38,53.88,56.08,,3.9497040723958348,0.010509926041261174,-0.036377134372680045,-0.0741797432239657,
2017-02-27,53.16,51.94714285714286,52.760714285714286,54.11966666666667,53.919222222222224,,54.36,,54.52,3.9733062338450447,,-0.022075055187638023,,-0.02494497432135008
2017-02-28,52.21,51.92714285714286,52.62928571428572,53.974000000000004,53.99711111111112,51.74,53.08,,55.6,3.955274047422461,0.009083880943177403,-0.01639035418236619,,-0.06097122302158274
2017-03-01,53.8,52.27285714285714,52.71,53.92666666666667,54.07255555555555,51.65,53.24,53.77,55.21,3.9852734671677386,0.04162633107454015,0.010518407212621997,0.0005579319323041478,-0.025538851657308525
2017-03-02,51.15,52.18857142857143,52.525,53.751666666666665,54.11311111111112,51.43,52.35,54.04,56.25,3.9347624923976356,-0.005444293214077409,-0.022922636103151917,-0.05347890451517396,-0.09066666666666669
2017-03-03,52.62,52.32714285714286,52.435,53.64533333333334,54.16988888888889,51.92,51.38,53.88,,3.9630962756121466,0.01348228043143289,0.02413390424289597,-0.023385300668151542,
2017-03-06,52.77,52.51857142857143,52.32142857142857,53.515,54.23577777777777,53.16,,,57.0,3.9659428474175766,-0.007336343115124031,,,-0.07421052631578942
2017-03-07,51.41,52.44571428571429,52.20214285714286,53.368,54.266333333333336,52.21,51.74,,58.75,3.9398327060674134,-0.015322735108216898,-0.006378044066486382,,-0.12493617021276601
2017-03-08,52.18,52.30571428571428,52.12642857142857,53.257333333333335,54.31177777777777,53.8,51.65,55.66,58.7,3.9546992797085823,-0.03011152416356873,0.010261374636979693,-0.06252245777937472,-0.11107325383304945
2017-03-09,51.52,52.207142857142856,52.067142857142855,53.105333333333334,54.348222222222226,51.15,51.43,54.05,59.06,3.9419700817960983,0.0072336265884653875,0.0017499513902392264,-0.046808510638297766,-0.12766677954622416
2017-03-10,52.01,51.951428571428565,52.11214285714285,52.93866666666667,54.39222222222222,52.62,51.92,52.67,,3.9514360077849813,-0.011592550361079427,0.0017334360554698825,-0.012530852477691356,
2017-03-13,51.25,51.965714285714284,52.07714285714285,52.83866666666666,54.42911111111112,52.77,53.16,,57.58,3.9367156180185177,-0.028804244836081166,-0.03592927012791566,,-0.10993400486279956
2017-03-14,49.53,51.52428571428571,51.925714285714285,52.697333333333326,54.44811111111111,51.41,52.21,,57.31,3.902578546600146,-0.03656876094145099,-0.05133116261252633,,-0.1357529227010993
2017-03-15,50.83,51.24714285714286,51.88285714285714,52.590333333333334,54.49,52.18,53.8,54.36,59.24,3.928486731458811,-0.025871981602146443,-0.05520446096654273,-0.06493745401030171,-0.14196488858879142
2017-03-16,51.11,51.20428571428571,51.824999999999996,52.498000000000005,54.535888888888884,51.52,51.15,53.08,57.4,3.933980172780188,-0.007958074534161561,-0.000782013685239475,-0.03711379050489825,-0.10958188153310103
2017-03-17,50.91,51.02285714285715,51.66428571428571,52.41833333333334,54.57911111111111,52.01,52.62,53.24,,3.9300593679142444,-0.021149778888675284,-0.03249714937286205,-0.043764087152517006,
2017-03-20,51.1,50.962857142857146,51.584999999999994,52.290333333333336,54.617666666666665,51.25,52.77,,59.15,3.933784497209659,-0.002926829268292655,-0.03164676899753651,,-0.13609467455621296
2017-03-21,50.09,50.68857142857143,51.32,52.10466666666666,54.638222222222225,49.53,51.41,,59.5,3.9138213873695253,0.011306279022814501,-0.025675938533359137,,-0.1581512605042016
2017-03-22,50.48,50.57857142857143,51.27214285714286,51.98566666666667,54.647666666666666,50.83,52.18,,58.51,3.9215772182329576,-0.00688569742278185,-0.03257953238788813,,-0.13724149717996925
2017-03-23,50.3,50.68857142857142,51.10642857142857,51.90666666666666,54.63455555555555,51.11,51.52,51.74,58.78,3.9180050771056933,-0.015848170612404663,-0.0236801242236026,-0.02783146501739476,-0.14426675740047643
2017-03-24,50.7,50.67,50.95857142857143,51.80533333333333,54.62122222222222,50.91,52.01,51.65,,3.9259259105971376,-0.004124926340600938,-0.02518746394924044,-0.01839303000968046,
2017-03-27,50.98,50.651428571428575,50.927857142857135,51.708666666666666,54.59444444444444,51.1,51.25,,58.51,3.9314333989479695,-0.0023483365949120262,-0.00526829268292689,,-0.12869594941035722
2017-03-28,52.02,50.81,50.916428571428575,51.63066666666666,54.584888888888884,50.09,49.53,,57.72,3.9516282600205055,0.03853064483928927,0.05027256208358574,,-0.09875259875259867
2017-03-29,51.53,50.87142857142857,50.917142857142856,51.57899999999999,54.565111111111115,50.48,50.83,53.16,57.41,3.942164162340133,0.020800316957210862,0.0137713948455637,-0.03066215199398035,-0.10242118097892346
2017-03-30,52.19,51.17142857142857,50.93,51.544,54.54644444444445,50.3,51.11,52.21,57.86,3.9548909056553216,0.03757455268389663,0.02113089414987279,-0.0003830683777054803,-0.09799516073280334
2017-03-31,53.07,51.54142857142857,51.06,51.568,54.538999999999994,50.7,50.91,53.8,,3.9716117968398037,0.046745562130177463,0.04242781378903956,-0.013568773234200686,
2017-04-03,53.16,51.95,51.319285714285705,51.62733333333333,54.54188888888889,50.98,51.1,,57.09,3.9733062338450447,0.04276186739897999,0.04031311154598816,,-0.06883867577509208
2017-04-04,51.41,52.051428571428566,51.36071428571428,51.61633333333334,54.51755555555555,52.02,50.09,,58.1,3.9398327060674134,-0.011726259131103547,0.0263525653823117,,-0.11514629948364896
2017-04-05,50.9,52.040000000000006,51.34571428571429,51.59133333333333,54.479777777777784,51.53,50.48,52.77,58.07,3.929862923556477,-0.01222588783233073,0.008320126782884345,-0.03543680121281039,-0.12347167211985538
2017-04-06,51.75,52.00142857142857,51.40571428571429,51.602,54.452333333333335,52.19,50.3,51.41,56.27,3.9464244321454784,-0.008430733857060696,0.0288270377733599,0.006613499319198666,-0.08032699484627694
2017-04-07,51.85,52.04714285714285,51.45928571428571,51.599666666666664,54.43355555555556,53.07,50.7,52.18,,3.948354934675536,-0.022988505747126416,0.022682445759368806,-0.006324262169413536,
2017-04-10,51.81,51.99285714285714,51.582142857142856,51.55466666666667,54.40344444444444,53.16,50.98,,58.05,3.947583180826697,-0.025395033860045043,0.016280894468419096,,-0.1074935400516795
2017-04-11,52.65,51.932857142857145,51.73714285714285,51.56933333333334,54.37066666666667,51.41,52.02,,56.08,3.9636662385799846,0.024119821046489052,0.012110726643598527,,-0.061162624821683303
2017-04-12,54.03,52.05714285714286,52.003571428571426,51.577000000000005,54.35755555555556,50.9,51.53,51.25,56.32,3.9895394478559743,0.06149312377210221,0.04851542790607413,0.05424390243902441,-0.04066051136363635
2017-04-13,53.51,52.357142857142854,52.20428571428571,51.65566666666667,54.327111111111115,51.75,52.19,49.53,56.58,3.979868552323213,0.03400966183574875,0.025292201571182227,0.08035534019785982,-0.05425945563803465
2017-04-17,53.83,52.77571428571429,52.40785714285715,51.696,54.30744444444444,51.81,53.16,,55.22,3.985830932572866,0.0389886122370198,0.012603461249059476,,-0.025172039116262236
2017-04-18,56.22,53.41428571428571,52.707857142857144,51.811,54.29877777777777,52.65,51.41,,56.4,4.029272565478386,0.06780626780626782,0.09356156389807435,,-0.0031914893617021227
2017-04-19,57.72,54.252857142857145,53.15,52.02133333333334,54.28733333333333,54.03,50.9,51.1,55.81,4.05560373390567,0.06829539144919484,0.13398821218074658,0.12954990215264184,0.03422325748073816
2017-04-20,58.5,55.20857142857143,53.60071428571429,52.232,54.28511111111111,53.51,51.75,50.09,56.68,4.069026754237811,0.09325359745841903,0.13043478260869565,0.16789778398882005,0.03211009174311927
2017-04-21,58.46,56.03857142857142,53.98571428571428,52.46333333333334,54.27844444444444,,51.85,50.48,,4.0683427596831,,0.1274831243972999,0.158082408874802,
